id,street_name,street_type,lamp_type,longitude,latitude,wattage
1339,Hill,Street,HPS,147.310806782569,-42.8791640145311,150
1340,Browne,Street,LED,147.313199249804,-42.87633615156,18
1341,Toorak,Avenue,HPS,147.303794220874,-42.8666733747886,150
1342,Gardenia,Grove,LED,147.35412488899,-42.9216947081285,18
1343,Kingsley,Avenue,LED,147.352094959729,-42.9212355626079,18
1344,Derwentwater,Avenue,LED,147.334488905536,-42.9065964221937,18
1345,Coolabah,Road,LED,147.35224955306,-42.9181118388597,18
1346,Nelson,Road,LED,147.328324668426,-42.9081964486584,18
1347,Red Chapel,Avenue,LED,147.345412922287,-42.9089183367026,18
1348,Churchill,Avenue,HPS,147.329906138523,-42.907817239859,250
1349,Dresden,Street,LED,147.349212219408,-42.9123228774103,18
1350,Domain,Highway,LED,147.335784603963,-42.8652327168684,75
1351,Domain,Highway,LED,147.335668144656,-42.8650629393888,75
1352,Tasman (Brkr to Br),Highway,HPS,147.333844137887,-42.8751993790286,250
1353,Tasman (Brkr to Br),Highway,HPS,147.333904674537,-42.8716796513501,250
1354,Tasman (Brkr to Br),Highway,HPS,147.335452781416,-42.8683112381327,250
1355,Pauldon,Drive,MV,147.35916272761,-42.9250983772768,80
1356,Long Point,Road,HPS,147.354624145819,-42.9126615868304,150
1357,Braeside,Crescent,LED,147.35349328399,-42.9139279215632,18
1358,Sandy Bay,Road,MV,147.351536793136,-42.9113455498598,400
1359,Nelson,Road,LED,147.341304724586,-42.9250046695579,18
1360,Tangara,Road,LED,147.322166677709,-42.9135573713674,18
1361,Nicholas,Drive,LED,147.349930671967,-42.9217401773837,18
1362,Date,Court,LED,147.345353925786,-42.9193979182253,18
1363,Nelson,Road,LED,147.329327096772,-42.925169274878,18
1364,Lachlan,Drive,LED,147.321395011566,-42.9147541182221,18
1365,Feltham,Street,LED,147.318250045695,-42.8705462548349,18
1366,Feltham,Street,LED,147.319838646122,-42.8696994106756,18
1367,Elphinstone,Road,LED,147.307764724784,-42.8712455977043,18
1368,Rosina,Court,LED,147.307947948675,-42.8707393682658,18
1369,Auvergne,Avenue,LED,147.306767832387,-42.8686433679762,18
1370,Fitzroy,Place,HPS,147.3221723147,-42.8920791443774,150
1371,Wentworth,Street,LED,147.307755142485,-42.89599350435,18
1372,Congress,Street,LED,147.308248306841,-42.8989266169912,18
1373,Barrack,Street,LED,147.322663214746,-42.8856494774457,175
1374,Hampden,Road,MV,147.330748075553,-42.8894572517575,400
1375,Carr,Street,CFL,147.313917124995,-42.8688136857672,42
1376,Alberry,Avenue,LED,147.320223680066,-42.8723062825797,18
1377,Brisbane,Street,LED,147.319497567336,-42.8823580885304,18
1378,Bathurst,Street,HPS,147.326243825702,-42.8803290249092,250
1379,Hunter,Street,OTHER,147.336914767022,-42.8820349031524,0
1380,Hunter,Street,HPS,147.336914767022,-42.8820349031524,150
1381,Cavell,Street,HPS,147.314403973534,-42.8863488686081,150
1382,Cavell,Street,MV,147.315022298334,-42.8860588204958,250
1383,Melville,Street,LED,147.31697705696,-42.8856364816232,18
1384,Hillborough,Road,CFL,147.297277429387,-42.8959066617691,42
1385,Grayling,Avenue,LED,147.300280680416,-42.9002688520197,18
1386,Cascade,Road,HPS,147.301345103722,-42.8949731786488,150
1387,Cascade,Road,HPS,147.302396850034,-42.8952039565446,250
1388,Degraves,Street,LED,147.300066852401,-42.8938905751864,18
1389,McRobies,Road,LED,147.29685245116,-42.8939309055478,18
1390,Barrack,Street,LED,147.323822198324,-42.8866326863832,175
1391,Parliament,Square,MV,147.331401321821,-42.8857733059446,80
1392,Waterworks,Road,MV,147.315154460593,-42.8988030471036,80
1393,Woodcutters,Road,MV,147.305572099683,-42.9096693968463,80
1394,Weemala,Court,LED,147.327912198271,-42.9256867047769,18
1395,Lower Domain (nr Gvrmnt Hse),Road,LED,147.332992237868,-42.8666055879334,14
1396,Melville,Street,HPS,147.324633597246,-42.8799864938901,250
1397,Argyle,Street,HPS,147.318580294184,-42.8727826448394,250
1398,Churchill,Avenue,HPS,147.327348905294,-42.9058738052602,150
1399,Mt Nelson Walking (nr bnd 3),Track,MV,147.325667576466,-42.9071455458804,80
1400,Nicholas,Drive,LED,147.348400027009,-42.9216015641573,14
1401,Shepherd,Street,LED,147.349115627238,-42.9169974898771,18
1402,Wayne,Avenue,HPS,147.355194320576,-42.9162731878489,150
1403,Red Chapel,Avenue,MV,147.344554209936,-42.9109316280562,80
1404,Sandy Bay,Road,MV,147.360614559922,-42.9268111036418,250
1405,Red Chapel,Avenue,LED,147.345047534479,-42.9092562338609,18
1406,Coolabah,Road,LED,147.351325587084,-42.9180256076343,18
1407,Churchill,Avenue,MV,147.35433090427,-42.9195228531342,250
1408,Newdegate,Street,MV,147.313974718199,-42.8734208210773,80
1409,Crombie,Lane,LED,147.312098854431,-42.8751160147642,18
1410,Letitia,Street,HPS,147.320353638031,-42.8688655762461,250
1411,Macfarlane,Street,MV,147.306585560502,-42.8944866876977,50
1412,Ryde,Street,CFL,147.316811100584,-42.8682694586569,42
1413,Argyle,Street,HPS,147.31548259373,-42.869458051712,250
1414,Montagu,Street,LED,147.300912992713,-42.8692629801006,18
1415,Montagu,Street,LED,147.301034190418,-42.8671355131173,18
1416,Brooker,Avenue,HPS,147.328000399906,-42.876410990421,250
1417,Brooker,Avenue,HPS,147.327690705475,-42.8761952103177,250
1418,Brooker,Avenue,HPS,147.324766424238,-42.8732470110231,250
1419,Brooker,Avenue,HPS,147.324421859319,-42.8728201470297,250
1420,Brooker,Avenue,HPS,147.324006604961,-42.8723111647576,250
1421,Brooker,Avenue,HPS,147.323255730205,-42.8713253267229,250
1422,Brooker,Avenue,HPS,147.320168442472,-42.8680197683348,250
1423,Brooker,Avenue,HPS,147.318568893694,-42.8665045784782,250
1424,Letitia,Street,LED,147.318964413672,-42.8681878626634,18
1425,Bedford,Street,LED,147.305855028696,-42.8647911221197,18
1426,Tasman,Bridge,LED,147.33721878273,-42.8655720176317,175
1427,Coolabah,Road,MV,147.350787545212,-42.9179408886163,50
1428,Patrick,Street,LED,147.315945442154,-42.8828093661658,18
1429,Bath,Street,LED,147.33307280166,-42.8938798975818,18
1430,Marieville,Esplanade,LED,147.333001089772,-42.8950837023172,18
1431,Cromwell,Street,LED,147.332352941931,-42.8910389694329,14
1432,Lord,Street,LED,147.320875633648,-42.8997655921694,18
1433,Lord,Street,HPS,147.324344176643,-42.8991151763987,150
1434,St Georges,Terrace,LED,147.333737322584,-42.89293543716,18
1435,St Georges,Terrace,LED,147.331612843225,-42.8921733276485,18
1436,Thelma,Drive,LED,147.303942233459,-42.8913322716161,18
1437,Woodcutters,Road,MV,147.30578709561,-42.9106102107818,80
1438,Churchill,Avenue,HPS,147.333812537235,-42.9099991381648,150
1439,St Canice,Avenue,LED,147.349850595622,-42.9114499437235,18
1440,Enterprise,Road,LED,147.336509470943,-42.9160644235023,18
1441,South,Street,LED,147.334487282264,-42.8884322436209,18
1442,Regent,Street,HPS,147.322777688408,-42.8943744619857,150
1443,Jersey,Street,LED,147.324371248556,-42.8937782683306,18
1444,Elizabeth,Street,HPS,147.320425497959,-42.8783265829844,250
1445,Elizabeth,Street,HPS,147.321163763895,-42.8786512436929,250
1446,Patrick,Street,HPS,147.321299392894,-42.8787990719099,150
1447,Elizabeth,Street,HPS,147.322205342974,-42.8789815932545,250
1448,Elizabeth,Street,HPS,147.322439158548,-42.8792433395843,250
1449,Brisbane (nr Elzbth),Street,LED,147.323210070522,-42.8797189945123,175
1450,Brisbane,Street,LED,147.324959242743,-42.8782445270866,60
1451,Campbell,Street,MV,147.329162244345,-42.8784514027064,400
1452,Campbell,Street,MV,147.328748233989,-42.878327346926,400
1453,Ben,Street,LED,147.316226063548,-42.8841363005672,18
1454,Macquarie,Street,HPS,147.32391228647,-42.8877009954471,250
1455,Cross,Street,LED,147.304940491451,-42.8585210283204,18
1456,Paviour,Street,LED,147.310841693772,-42.8613685932829,18
1457,Sandy Bay,Road,HPS,147.357695790038,-42.9142680794183,250
1458,Sandy Bay,Road,MV,147.359409789829,-42.9146424699947,250
1459,St Canice,Avenue,LED,147.349440010652,-42.9111828422165,18
1460,Arthur,Street,HPS,147.309059075821,-42.8776411812596,150
1461,Arthur,Street,LED,147.310037468191,-42.8771136185587,18
1462,William,Street,LED,147.31273315584,-42.8869707372673,18
1463,Sandy Bay,Road,HPS,147.325961564758,-42.8927882081273,250
1464,Lansdowne,Crescent,HPS,147.312446592995,-42.8841727925552,150
1465,Bath,Street,LED,147.331807307762,-42.8928203226659,18
1466,Nelson,Road,LED,147.325486263421,-42.9080773999627,18
1467,Nelson,Road,LED,147.326417515564,-42.9091754840704,18
1468,Wandeet,Place,LED,147.344653834926,-42.9146253489069,18
1469,Niree,Heights,LED,147.33179632151,-42.9122230300383,18
1470,Birngana,Avenue,LED,147.333103507923,-42.913015340247,18
1471,Birngana,Avenue,LED,147.334885997143,-42.9149516012134,14
1472,Sandy Bay,Road,HPS,147.35912023209,-42.9302308485332,150
1473,Norfolk,Crescent,LED,147.339116049189,-42.9068983795291,18
1474,Harvey,Lane,LED,147.339920489794,-42.9070558365792,18
1475,Red Chapel,Avenue,LED,147.344128793671,-42.9133294841165,18
1476,Earl (nr Sndy Bay Rd),Street,HPS,147.331559090885,-42.9006072625225,250
1477,Grosvenor (University),Street,MV,147.326118588081,-42.9020736329293,80
1478,Grosvenor (University),Street,MV,147.326118588034,-42.9020736239242,80
1479,Pauldon,Drive,MV,147.359006383073,-42.924187010493,80
1480,Pauldon,Drive,MV,147.359131847014,-42.9256192446061,80
1481,Macquarie,Street,MV,147.328622891203,-42.883161995632,125
1482,Wilmot,Street,LED,147.328469151043,-42.8871763066708,14
1483,Forest,Road,LED,147.304270268497,-42.8903075029571,18
1484,Forest,Road,LED,147.305412300092,-42.8901005561468,18
1485,Aberdeen,Street,LED,147.329758370134,-42.8756412936994,18
1486,Clare,Street,LED,147.308658738456,-42.8653574154427,18
1487,Capri,Drive,LED,147.33701850787,-42.9147969102612,18
1488,Sandy Bay,Road,HPS,147.358072713421,-42.9141752370342,250
1489,Rialannah,Road,LED,147.327323148379,-42.9224732461204,14
1490,Montpelier,Retreat,HPS,147.330871088236,-42.8885969485388,250
1491,Digney,Street,LED,147.320949111458,-42.8932017434013,18
1492,Upper Fitzroy,Crescent,LED,147.31783845725,-42.894229023078,18
1493,Knopwood,Street,MV,147.331112996296,-42.8884667535962,250
1494,Kirksway,Place,HPS,147.330057413778,-42.887903181892,250
1495,Kendrick,Court,LED,147.315716370002,-42.8996468117299,18
1496,Lynton,Avenue,HPS,147.317226514696,-42.8984871929411,250
1497,Pillinger,Street,LED,147.318140510691,-42.8971074941174,18
1498,Bathurst,Street,MV,147.318146790947,-42.8864344080677,250
1499,Davey,Street,HPS,147.31725025344,-42.8931137966533,250
1500,Despard,Street,OTHER,147.330930291984,-42.8843410543248,150
1501,Despard,Street,LED,147.331358493173,-42.8838063440728,14
1502,Despard,Street,LED,147.331244618821,-42.883945525739,14
1503,Morrison,Street,HPS,147.332233276928,-42.8837551804873,250
1504,Salvator,Road,LED,147.305662732768,-42.8877634740487,18
1505,Davey,Street,HPS,147.325433211867,-42.8878729151936,250
1506,Domain,Highway,HPS,147.329963521089,-42.8628487392913,250
1507,Mortimer,Avenue,LED,147.309678701499,-42.8709238200281,18
1508,Brooker,Avenue,HPS,147.32072695889,-42.8688949779597,250
1509,Brooker,Avenue,HPS,147.32309010168,-42.8716134229627,250
1510,Nelson,Road,MV,147.343515620844,-42.9244527829154,80
1511,Beddome,Street,LED,147.336674295752,-42.9132845877184,18
1512,Edith,Avenue,LED,147.337584203335,-42.9135884547259,18
1513,Edge (DC Lne to Forest Rd),Avenue,MV,147.30153281877,-42.8893753712716,80
1514,Hampden,Road,HPS,147.333440671734,-42.8898468972139,70
1515,Marieville,Esplanade,HPS,147.33146567377,-42.8990807940738,150
1516,Marieville,Esplanade,MV,147.331465673866,-42.899080812084,0
1517,Fielding,Drive,LED,147.304621342578,-42.882804557303,18
1518,Molle,Street,MV,147.322287878128,-42.8882352689301,150
1519,Albuera,Street,LED,147.325299124524,-42.8904618657256,18
1520,Albuera,Street,LED,147.327208348849,-42.8910180645945,18
1521,Glen,Street,LED,147.308333368739,-42.8942915959192,18
1522,Waterworks,Road,HPS,147.313013502737,-42.8991705081058,150
1523,Forest (Knocklofty Line),Road,LED,147.303045840984,-42.8901335811533,14
1524,Liverpool,Street,LED,147.316475310678,-42.8898542663201,14
1525,Brooker,Avenue,HPS,147.323843566179,-42.8725675291038,250
1526,Brooker,Avenue,HPS,147.32424709179,-42.8730437929574,250
1527,Fielding,Drive,LED,147.306184613055,-42.8819963790482,18
1528,Hill,Street,HPS,147.311316522473,-42.8794816953729,150
1529,Browne,Street,LED,147.313771595479,-42.8772024227899,18
1530,Alt-na-craig,Avenue,LED,147.304867926615,-42.8691214274437,18
1531,Toorak,Avenue,LED,147.305613045558,-42.8699185701158,18
1532,Senator,Street,LED,147.307548814447,-42.8695509959408,18
1533,Pauldon,Drive,MV,147.359445905956,-42.9243258061886,80
1534,Sonning,Crescent,LED,147.356802124625,-42.9164947771527,18
1535,Churchill (University),Avenue,LED,147.323685349822,-42.9027195497687,18
1536,Churchill (University),Avenue,CFL,147.323040309592,-42.9031674459234,42
1537,Churchill (University),Avenue,MV,147.322884008433,-42.9034752894721,80
1538,Enterprise,Road,LED,147.335174994358,-42.9158630735571,18
1539,Lindeith,Court,CFL,147.348324015575,-42.9209154279252,42
1540,Date,Court,LED,147.3467271393,-42.9190126940647,18
1541,Shepherd,Street,LED,147.350674430396,-42.9143689942476,18
1542,Sandy Bay,Road,MV,147.359244379465,-42.914431555797,250
1543,Nelson,Road,MV,147.33132091044,-42.9255825516,80
1544,Proctors,Road,LED,147.319103286383,-42.9025377739913,18
1545,French,Street,HPS,147.321270636867,-42.9036261003553,150
1546,French,Street,HPS,147.321991983691,-42.9034017075994,150
1547,French,Street,HPS,147.322715505696,-42.9031820138971,150
1548,French,Street,HPS,147.320991417795,-42.9037530108551,150
1549,Heathorn,Avenue,LED,147.353293873202,-42.9102572723889,18
1550,Sandown,Avenue,LED,147.353781144903,-42.9112908364614,18
1551,Long Point,Road,LED,147.355256181281,-42.9112028893539,18
1552,Fisher,Avenue,LED,147.35174087427,-42.9143944492044,18
1553,Chessington,Court,LED,147.351998030007,-42.9123739782524,18
1554,Chessington,Court,LED,147.35236497217,-42.9121596959449,18
1555,Fisher,Lane,LED,147.352931410884,-42.9141849439347,18
1556,Waimea,Avenue,LED,147.33859374101,-42.9058805158255,18
1557,New Town,Road,HPS,147.307301814562,-42.8603322462702,250
1558,Selfs Point,Road,LED,147.31810487735,-42.8490084446869,18
1559,Douglas,Street,LED,147.304519133604,-42.8643772335137,18
1560,Macquarie,Street,HPS,147.313151328992,-42.8933764811914,250
1561,Davey,Place,LED,147.315384756894,-42.8972862094278,18
1562,Barrack,Street,CFL,147.319295517361,-42.8832909222637,42
1563,Augusta,Road,HPS,147.301355170312,-42.8664531482721,150
1564,Augusta,Road,HPS,147.302907686733,-42.8664353724081,250
1565,Harrington,Street,MV,147.321418979225,-42.8821687869298,250
1566,Brooker,Avenue,HPS,147.333494610807,-42.8786600345992,250
1567,Murray,Street,HPS,147.315152864725,-42.8755856310652,250
1568,Murray,Street,MV,147.315456735746,-42.875717766134,250
1569,Mt Nelson Walking (nr bnd 7),Track,LED,147.322575414992,-42.9108069901722,18
1570,Nelson,Road,CFL,147.336113208457,-42.9270856416951,42
1571,Nelson,Road,LED,147.334026833069,-42.926345866135,18
1572,Nelson,Road,LED,147.333601355349,-42.9261427879328,18
1573,Hargrave,Place,LED,147.334073108323,-42.9255030158312,18
1574,Nicholas,Drive,LED,147.349405420995,-42.9221376503873,18
1575,Amanda,Crescent,LED,147.349479642691,-42.920031124904,18
1576,Mawhera,Avenue,LED,147.340563722501,-42.9113835456256,18
1577,Earl,Street,LED,147.331055364062,-42.9010511655108,18
1578,Flinders,Lane,CFL,147.327440182874,-42.8968353316865,42
1579,Weld,Street,LED,147.3137149852,-42.8938020029618,18
1580,Poets,Road,CFL,147.306989556407,-42.8866572390327,42
1581,Lynton,Avenue,HPS,147.316736237762,-42.8983641069747,250
1582,Lansdowne,Crescent,HPS,147.310649061049,-42.8834944455984,150
1583,Sandy Bay,Road,LED,147.325882629604,-42.8930090614357,175
1584,Sandy Bay,Road,MV,147.330332375338,-42.8896551717029,400
1585,Grosvenor,Street,OTHER,147.326025683367,-42.8990980306296,0
1586,Margaret,Street,LED,147.330765552992,-42.896284863605,18
1587,Marieville,Esplanade,HPS,147.332020267029,-42.897626452744,150
1588,Marieville,Esplanade,HPS,147.332020259786,-42.8976264725766,250
1589,Princes,Street,CFL,147.319751477888,-42.8980967795785,42
1590,Bayley,Street,LED,147.327088403273,-42.8736608214764,18
1591,Allambee,Crescent,LED,147.324917043971,-42.8711463809504,18
1592,Proctors,Road,LED,147.309231029224,-42.9110126878056,18
1593,Proctors,Road,LED,147.310422270293,-42.9100879685418,18
1594,Proctors,Road,LED,147.312595352816,-42.9075584764146,18
1595,Nelson,Road,LED,147.332096441275,-42.9033827751365,18
1596,Mawhera,Avenue,LED,147.342574237249,-42.9096034016235,18
1597,Mawhera,Avenue,LED,147.342638292808,-42.9089304117902,18
1598,Nicholas,Drive,LED,147.348294615777,-42.9190263335067,18
1599,Shepherd,Street,LED,147.349976770209,-42.9145376265647,18
1600,Shepherd,Street,LED,147.349906727266,-42.915074686422,18
1601,Nelson,Road,LED,147.327165555151,-42.9067253864231,18
1602,Churchill,Avenue,HPS,147.324495397267,-42.903412721754,150
1603,Churchill,Avenue,HPS,147.324495385018,-42.9034127217888,150
1604,Fisher,Lane,LED,147.352547923776,-42.9150642148299,18
1605,Sandy Bay,Road,HPS,147.355500256875,-42.9133938392092,250
1606,Ashfield,Street,LED,147.329746140904,-42.8969116875036,18
1607,Margaret,Street,LED,147.329938276575,-42.8974443072954,18
1608,Wentworth,Street,LED,147.310360682204,-42.8974304074474,18
1609,Ispahan,Avenue,LED,147.318840443329,-42.890420807365,18
1610,Davey,Street,HPS,147.319764328211,-42.8920213095887,250
1611,Harrington,Street,LED,147.322562026171,-42.8829793060126,240
1612,Harrington,Street,HPS,147.322562026171,-42.8829793060126,250
1613,Harrington,Street,OTHER,147.322562066454,-42.8829792815849,0
1614,Liverpool,Street,HPS,147.324115687771,-42.8841433331416,250
1615,Nevin,Street,CFL,147.297281585763,-42.8933755189385,42
1616,Nelson,Road,LED,147.326965153529,-42.9064075791411,18
1617,Nelson,Road,LED,147.327292754321,-42.909155434021,18
1618,Ogilvie,Street,LED,147.296055766984,-42.8695928811289,18
1619,Argyle,Street,HPS,147.317291375676,-42.8714723263864,250
1620,McAulay,Road,LED,147.338148488051,-42.9092977837666,18
1621,Lambert,Avenue,LED,147.33483036199,-42.9035445875257,18
1622,Richardson,Avenue,LED,147.318914001983,-42.9030923664397,18
1623,Marieville,Esplanade,MV,147.331706655439,-42.8998052870349,250
1624,Marieville,Esplanade,HPS,147.331706655439,-42.8998052870349,250
1625,Marieville,Esplanade,HPS,147.331706655439,-42.8998052870349,250
1626,Davey,Place,CFL,147.315825844677,-42.8974019085339,42
1627,McRobies,Road,LED,147.297021095937,-42.8954203053536,18
1628,Murray,Street,HPS,147.329443609541,-42.8843336350768,250
1629,Waterworks,Road,LED,147.314968385098,-42.9003874906614,18
1630,Princes,Street,LED,147.326302305947,-42.8968339337639,18
1631,Sandy Bay,Road,MV,147.330095376388,-42.8992611838949,400
1632,King,Street,LED,147.327588925197,-42.8946186345237,18
1633,Queen,Street,LED,147.32887433213,-42.8941147798817,18
1634,Sandy Bay,Road,HPS,147.328908741343,-42.8976926175026,250
1635,Sandy Bay,Road,HPS,147.328302241544,-42.8963793498384,250
1636,Sandy Bay,Road,HPS,147.327698976948,-42.8954894599825,250
1637,Hickman,Street,LED,147.299937461982,-42.8651024838866,18
1638,Murray,Street,MV,147.315685695041,-42.8763487561123,250
1639,New Town,Road,HPS,147.310845631215,-42.8649034226719,250
1640,Sandy Bay,Road,HPS,147.341427042278,-42.906389262205,250
1641,Reynolds,Court,LED,147.316154609066,-42.9006951088108,18
1642,Olinda,Grove,HPS,147.316854029633,-42.9157785033856,150
1643,Mt Nelson Walking (nr bnd 3),Track,LED,147.324840381638,-42.9080768570723,14
1644,Sunvale,Avenue,LED,147.339856472486,-42.9153397745361,18
1645,Beddome,Street,LED,147.335197754129,-42.9130139102183,18
1646,Edith,Avenue,LED,147.337321583466,-42.9132409071005,18
1647,Edith,Avenue,LED,147.337743158264,-42.9146189568845,18
1648,Invercargill,Road,LED,147.325718213127,-42.9143777016724,18
1649,Mt Nelson Walking (nr bnd 3),Track,LED,147.32505898451,-42.9078239461978,18
1650,Broadwaters,Parade,LED,147.351844517054,-42.9200334265485,18
1651,Broadwaters,Parade,LED,147.352544708604,-42.9195487825527,18
1652,Red Chapel,Avenue,CFL,147.344512072886,-42.909722957162,42
1653,Coolabah,Road,LED,147.351742537757,-42.9180474796867,18
1654,Churchill,Avenue,MV,147.354749527747,-42.9193410023034,250
1655,Churchill,Avenue,HPS,147.34924974212,-42.9180761749263,250
1656,Churchill,Avenue,HPS,147.35067675647,-42.9188392272775,250
1657,Churchill,Avenue,HPS,147.351754767138,-42.9188382703658,150
1658,Coolabah,Road,LED,147.353901884889,-42.9187428795737,18
1659,Broadwaters,Parade,LED,147.349403292747,-42.9193779132699,18
1660,Davey,Street,HPS,147.321406134566,-42.8907575079143,250
1661,Sandy Bay,Road,HPS,147.329191803005,-42.8875768021102,250
1662,Knocklofty,Terrace,LED,147.307729490871,-42.8826155096221,18
1663,Invercargill,Road,LED,147.327009405305,-42.9149062288973,18
1664,Sonning,Crescent,LED,147.356692943922,-42.917320705928,18
1665,Pauldon,Drive,MV,147.359080788556,-42.9243583891716,50
1666,Woodcutters,Road,MV,147.305816838161,-42.9079061326225,80
1667,Woodcutters,Road,MV,147.306394343318,-42.9065748765922,80
1668,Regent,Street,MV,147.32469612328,-42.9005660122343,250
1669,Churchill,Avenue,HPS,147.324862036636,-42.9041172238544,150
1670,Churchill,Avenue,HPS,147.324862061135,-42.9041172237849,150
1671,Regent,Street,MV,147.325041911638,-42.9015665483235,250
1672,Waterworks,Road,MV,147.295800559902,-42.9064216617082,80
1673,Buchanan,Avenue,LED,147.345265400847,-42.9132750743141,18
1674,Collins,Street,MV,147.323669976037,-42.8861637717287,400
1675,Victoria,Street,OTHER,147.324410081391,-42.8848692420052,0
1676,Victoria,Street,MV,147.324410081391,-42.8848692420052,250
1677,Wentworth,Street,LED,147.306716387209,-42.8961690035555,18
1678,Macquarie,Street,HPS,147.320282921108,-42.8903541585415,250
1679,Macquarie,Street,HPS,147.315876766255,-42.892579440722,250
1680,Salvator,Road,LED,147.306933521219,-42.8878111790679,18
1681,Bathurst,Street,MV,147.317611315622,-42.8865464613952,250
1682,Rupert,Avenue,LED,147.310101372665,-42.8687259265139,18
1683,Weerona,Avenue,LED,147.298197689343,-42.874886409346,18
1684,Weerona,Avenue,LED,147.29823171607,-42.8756494370083,18
1685,Gillon,Crescent,LED,147.299258887236,-42.8744299635487,18
1686,Auvergne,Avenue,LED,147.307754127288,-42.8687700280407,18
1687,Allison,Street,LED,147.313521559314,-42.8830415843233,18
1688,Degraves,Street,LED,147.299316113575,-42.894103974628,18
1689,McRobies,Road,LED,147.29720420539,-42.8942247437424,18
1690,Sonning,Crescent,CFL,147.355877799637,-42.9186850732963,42
1691,Edith,Avenue,LED,147.33748782728,-42.9128554441418,18
1692,Churchill,Avenue,MV,147.345211006817,-42.9169587124543,250
1693,Woodcutters,Road,MV,147.310277736876,-42.9057089747758,80
1694,Hillcrest,Road,MV,147.30514501293,-42.9078735073161,80
1695,Weemala,Court,LED,147.328540162552,-42.9259242984531,18
1696,Summer,Court,CFL,147.328787905685,-42.9267063278264,42
1697,Red Chapel,Avenue,LED,147.34305506001,-42.9134856783073,18
1698,Red Chapel,Avenue,LED,147.343283014612,-42.9128461379718,18
1699,Birngana,Avenue,LED,147.335663515724,-42.9156190688241,18
1700,Acushla,Court,LED,147.33391648482,-42.9149371791982,18
1701,Broadwaters,Parade,LED,147.34890468531,-42.9191415975009,18
1702,Evelyn,Crescent,LED,147.337914090364,-42.912247964529,18
1703,Churchill,Avenue,MV,147.33914054951,-42.9124690270006,250
1704,Salvator,Road,LED,147.305064512843,-42.8875705560403,18
1705,Garth (in Harvey Lne),Avenue,LED,147.340615495141,-42.9064242245265,18
1706,Maning,Avenue,LED,147.339866286604,-42.9096186139653,18
1707,Nelson,Road,MV,147.326675210441,-42.911850668461,80
1708,Shepherd,Street,LED,147.34936273183,-42.9161369005926,18
1709,Nelson,Road,LED,147.324536197546,-42.9092829429438,14
1710,Hildern,Street,LED,147.309423231056,-42.8666062500752,18
1711,Burnett,Street,HPS,147.315951475599,-42.8750113157423,150
1712,Tasman (Brkr to Br),Highway,LED,147.335860735859,-42.8671204355356,175
1713,Tasman (Brkr to Br),Highway,HPS,147.335362953586,-42.8691064879474,250
1714,Tasman (Brkr to Br),Highway,HPS,147.334195974209,-42.8718333590844,250
1715,Argyle,Street,HPS,147.313621438687,-42.8667820023426,250
1716,Nelson,Road,LED,147.323836770681,-42.9150557557923,18
1717,Nelson,Road,HPS,147.32286083427,-42.9208534637095,150
1718,Ellington,Road,LED,147.34811569934,-42.9114333406634,18
1719,Knocklofty,Terrace,LED,147.308978363069,-42.8838330979088,18
1720,Grosvenor,Street,CFL,147.326443857212,-42.9003398194041,42
1721,Cascade,Road,HPS,147.300578707745,-42.8950058922376,150
1722,Cascade,Road,HPS,147.299799296393,-42.8951407542806,250
1723,Murray,Street,HPS,147.329046877243,-42.8843370309071,250
1724,Sandy Bay,Road,HPS,147.327670560392,-42.8865125931752,250
1725,Elizabeth,Street,HPS,147.332496468246,-42.8838024144878,250
1726,Castray,Esplanade,HPS,147.336199815419,-42.8893572721517,70
1727,Davey,Street,HPS,147.330404251432,-42.8838887984657,250
1728,Davey,Street,HPS,147.330404251432,-42.8838887984657,250
1729,Maning,Avenue,LED,147.339186573791,-42.9101805654748,18
1730,Mawhera,Avenue,CFL,147.340100130635,-42.9116667060881,42
1731,Plaister,Court,CFL,147.347614726395,-42.9160107906387,42
1732,Nelson,Road,LED,147.333266610438,-42.9023366138026,18
1733,Proctors,Road,LED,147.316696571884,-42.9055188490255,18
1734,Lipscombe,Avenue,LED,147.34836374236,-42.9165050341201,18
1735,View,Street,LED,147.321176945408,-42.901772302694,18
1736,View,Street,LED,147.322047504556,-42.9016142736503,18
1737,View,Street,HPS,147.326582194274,-42.9007664982137,150
1738,View,Street,LED,147.327534668297,-42.9005802144568,18
1739,Waterworks,Road,MV,147.313397245803,-42.8988185970114,80
1740,Waterworks,Road,MV,147.313762385935,-42.8992019576294,80
1741,Plaister,Court,CFL,147.347093784063,-42.9167071862933,42
1742,King,Street,HPS,147.324687328263,-42.8950588369391,150
1743,Clarke,Avenue,LED,147.338575454167,-42.8906150229979,18
1744,Marieville,Esplanade,LED,147.332383814921,-42.8959100882997,18
1745,French,Street,HPS,147.323756276875,-42.9037104110902,150
1746,Nicholas,Drive,LED,147.350178806172,-42.9219969673977,18
1747,Nicholas,Drive,LED,147.348994586746,-42.9218386701624,18
1748,Broughton,Avenue,CFL,147.33417787473,-42.9291452209891,42
1749,Churchill,Avenue,LED,147.352496260414,-42.9191101080849,250
1750,Folder,Street,HPS,147.358414389504,-42.9173595629339,150
1751,Nelson,Road,LED,147.330569745501,-42.9046221890061,18
1752,Forest,Road,LED,147.318320840181,-42.8875932972856,18
1753,Regent,Street,HPS,147.323857205697,-42.8979095466359,250
1754,King,Street,LED,147.331032868708,-42.8955088385545,18
