id,street_name,street_type,lamp_type,longitude,latitude,wattage
121,Girrabong,Road,LED,147.281847879708,-42.8623846635362,18
122,Girrabong,Road,LED,147.278448708377,-42.8589587724967,18
123,Judith,Drive,CFL,147.28415719579,-42.8691435433918,42
124,Clyde,Court,LED,147.274697324457,-42.858023105502,18
125,Doyle,Avenue,LED,147.289633500654,-42.8671091149725,18
126,Castlereagh,Court,LED,147.27363559651,-42.8571782664022,18
127,Giblin,Street,LED,147.294998370647,-42.8669403107669,18
128,Pottery,Road,LED,147.285743024252,-42.8715437470472,18
129,Stratton,Avenue,LED,147.278644321623,-42.8606861622684,18
130,Daly,Street,CFL,147.276263648258,-42.8639018974793,42
131,Strickland,Avenue,LED,147.274686744072,-42.8999285695977,18
132,Athleen,Avenue,LED,147.285847711045,-42.8661169524773,18
133,Girrabong,Road,LED,147.279536995805,-42.8600447809218,18
134,Creek,Road,HPS,147.289191136711,-42.8596341971697,150
135,Creek,Road,HPS,147.290800208212,-42.858061388655,150
136,Brushy Creek,Road,LED,147.279564254137,-42.8671525779375,18
137,Strickland,Avenue,LED,147.284022544585,-42.8988107340222,18
138,Athleen,Avenue,LED,147.285447298405,-42.8632903786377,18
139,Strickland,Avenue,LED,147.29035355359,-42.8977889219972,18
140,Cascade,Road,MV,147.295104380904,-42.8958412143295,400
141,Edge,Avenue,LED,147.292462228784,-42.8658577440485,18
142,Kalang,Avenue,LED,147.28240235276,-42.860345919928,18
143,Namoi,Place,LED,147.282777075035,-42.8665556518428,18
144,Monash,Avenue,LED,147.281066415311,-42.860271851637,18
145,Clyde,Court,LED,147.274133064636,-42.8577832507123,18
146,Strickland,Avenue,LED,147.290757913959,-42.8975760834304,18
147,Doyle,Avenue,LED,147.290574950627,-42.8669923803459,18
148,Baldwin,Place,LED,147.276954562968,-42.8593815933568,18
149,Riseley,Court,LED,147.275866597835,-42.8580609712235,18
150,Firth,Road,LED,147.280000647795,-42.8583223560389,18
151,Edge,Avenue,LED,147.290395404114,-42.8660205974699,18
152,Bracken,Lane,OTHER,147.261775201723,-42.916960468776,0
153,Jeannette,Court,LED,147.281431437824,-42.8678227160266,18
154,Doyle,Avenue,LED,147.294779590801,-42.8676405583537,75
155,Huon,Road,LED,147.247476169526,-42.9301502341486,60
156,Huon,Road,LED,147.260355293,-42.9206211078801,18
157,McCann,Crescent,LED,147.28985769733,-42.8655371960349,25
158,Huon,Road,LED,147.266860100013,-42.9145974998699,18
159,Cranswick,Court,LED,147.278669093799,-42.8574515585113,18
160,Strickland,Avenue,LED,147.280093228218,-42.9017320789373,18
161,Strickland,Avenue,MV,147.268647258768,-42.9043804479602,18
162,Strickland,Avenue,LED,147.26862449698,-42.9051079351389,18
163,Summerleas,Road,LED,147.269057451565,-42.9244241012542,18
164,Wellwood,Street,LED,147.293121931302,-42.8628565460724,18
165,Maria,Street,HPS,147.291089444941,-42.8587713073524,150
166,Creek,Road,HPS,147.289237238461,-42.8608044269514,150
167,Ruth,Drive,LED,147.283832428903,-42.8697919192398,18
168,Ruth,Drive,LED,147.284951461601,-42.8684024962803,18
169,Copley,Road,LED,147.286576861224,-42.8733039069182,18
170,Maria,Street,HPS,147.29059638861,-42.8587317117438,150
171,Benjamin,Court,CFL,147.283789539084,-42.8686314149381,42
172,Pillinger,Drive,CFL,147.263449550348,-42.9187961021036,42
173,Summerleas,Road,LED,147.270132756611,-42.9245720638693,18
174,Summerleas,Road,OTHER,147.270244776317,-42.9246889931852,0
175,Strickland,Avenue,CFL,147.270325312283,-42.9013871646796,42
176,Edge,Avenue,LED,147.291387157673,-42.8661837751631,25
177,Cascade,Road,MV,147.294760646592,-42.8958527260274,400
178,Strickland,Avenue,LED,147.291286553283,-42.8972769902491,18
179,Creek,Road,HPS,147.29031769841,-42.8584846107446,150
180,Ogilvie,Street,CFL,147.295149246722,-42.870533023158,42
181,Rosehill,Crescent,CFL,147.290675334125,-42.8680849175975,42
182,Marlyn,Road,LED,147.277845180159,-42.8987842613067,18
183,Edge,Avenue,LED,147.291992820925,-42.8642035708222,18
184,Rosehill,Crescent,LED,147.291845675821,-42.8682032416318,18
185,Cranswick,Court,LED,147.279024361009,-42.8573159558798,18
186,Cranswick,Court,LED,147.27973336481,-42.8578971484207,18
187,Lenah Valley,Road,HPS,147.283394932307,-42.8624110845876,150
188,Lenah Valley,Road,HPS,147.281519976465,-42.8641724456054,150
189,Kalang,Avenue,LED,147.277265416054,-42.8619035234562,18
190,Daly,Street,LED,147.275305266624,-42.86359783669,18
191,Strickland,Avenue,CFL,147.27460024044,-42.9008637101533,42
192,Pottery,Road,LED,147.279391860843,-42.8741238561428,18
193,Strickland,Avenue,HPS,147.292309799504,-42.8965560878989,250
194,Lenah Valley,Road,HPS,147.279014829835,-42.8656573374515,150
195,Edge,Avenue,LED,147.292660037586,-42.8650157749093,18
196,Pottery,Road,LED,147.283824439468,-42.8732291843337,18
197,Creek (St Johns Pk),Road,LED,147.29387052577,-42.8571577916459,18
198,Saunders,Crescent,CFL,147.277289796575,-42.8999332178049,42
199,Jane,Court,CFL,147.284292888053,-42.8678030302981,42
200,Copley,Road,CFL,147.286234782601,-42.8718374327678,42
201,Pottery,Road,LED,147.288833707443,-42.8650997761133,18
202,Marlyn,Road,LED,147.281619523982,-42.8964380431917,18
203,Grays,Road,LED,147.250925860982,-42.9271649041315,18
204,Westringa,Road,LED,147.252174302533,-42.9282631994272,18
205,Huon,Road,LED,147.269008847375,-42.9129872905382,18
206,Clegg,Road,LED,147.253631049033,-42.9234426218062,18
207,Huon,Road,LED,147.26843018266,-42.9186793871241,18
208,Huon,Road,LED,147.26424172363,-42.9151450572168,14
209,Marlyn,Road,LED,147.276792332113,-42.8992259432562,18
210,Lumeah,Avenue,CFL,147.275611646576,-42.8630686686723,42
211,Strickland,Avenue,LED,147.267532340899,-42.9100516888564,18
212,Jabez,Crescent,LED,147.292231200281,-42.8691130622255,18
213,Rangeview,Crescent,LED,147.278605984265,-42.864838274835,18
214,Judith,Drive,LED,147.2831347691,-42.8688113407387,14
215,Pottery,Road,LED,147.281074131572,-42.8738589456503,18
216,Augusta,Road,HPS,147.294594251095,-42.8651609418039,150
217,Strickland,Avenue,LED,147.27054012041,-42.9020137190269,18
218,Stephenson,Place,OTHER,147.260198372528,-42.9221562474415,0
219,Stephenson,Place,HPS,147.26017675245,-42.9221811707613,150
220,Pillinger,Drive,CFL,147.261414442853,-42.9196521110102,42
221,Marlyn,Road,LED,147.282027908674,-42.8962973215028,18
222,Marlyn,Road,LED,147.283970074461,-42.8969668964771,18
223,Strickland,Avenue,LED,147.277230187006,-42.9015174108089,18
224,Stephenson,Place,LED,147.261039218291,-42.9224100918729,18
225,Huon,Road,LED,147.267884332539,-42.9142074331072,18
226,Huon,Road,OTHER,147.268257453691,-42.9138356785549,0
227,Huon,Road,LED,147.268245901186,-42.9138172007994,18
228,Huon,Road,LED,147.266182151782,-42.9147798129135,18
229,Curtis,Avenue,LED,147.267076828257,-42.9128430118233,18
230,Strickland,Avenue,LED,147.267569504509,-42.9119338378726,18
231,Browns,Road,LED,147.249375429999,-42.9276560406388,18
232,Huon,Road,LED,147.250118531815,-42.9279015491295,18
233,Strickland,Avenue,LED,147.270394712561,-42.9039484053217,14
234,Strickland,Avenue,LED,147.27710479663,-42.9022294343343,18
235,Strickland,Avenue,LED,147.267854643503,-42.9058322287389,18
236,Summerleas,Road,LED,147.271716682343,-42.9289078216028,18
237,Rosehill,Crescent,LED,147.287959221165,-42.8689247702806,18
238,Strickland,Avenue,LED,147.275375469101,-42.9002200716573,18
239,Strickland,Avenue,HPS,147.265150013344,-42.9073285842917,150
240,Ruth,Drive,LED,147.28368270619,-42.8713413887167,18
241,Grays,Road,LED,147.251671519901,-42.9264701910858,18
242,Huon,Road,LED,147.268356689654,-42.9165103926243,18
243,Summerleas,Road,LED,147.262290944627,-42.9236362972236,18
244,Strickland,Avenue,LED,147.278950510034,-42.902024297294,18
245,Huon,Road,LED,147.269510544642,-42.9120347089146,18
246,Strickland,Avenue,LED,147.267532996002,-42.9062175492571,18
247,Collins,Street,MV,147.330039417882,-42.8811137437254,400
248,Collins,Street,OTHER,147.330692113448,-42.8806543927647,0
249,Collins,Street,MV,147.330692113496,-42.8806544017699,400
250,Hunter,Street,HPS,147.334733042433,-42.8814282511555,250
251,Hunter,Street,HPS,147.334733054629,-42.8814282421146,150
252,Hunter,Street,HPS,147.334282031696,-42.881240449282,150
253,Brooker,Avenue,HPS,147.334306520767,-42.8790651282128,250
254,Swanston,Street,LED,147.306820498328,-42.8556494637198,18
255,New Town,Road,HPS,147.310930871394,-42.8632373286854,250
256,Cross,Street,LED,147.309192006338,-42.8557225830637,18
257,Roope,Street,LED,147.307073713689,-42.8589089038166,18
258,Brooker,Avenue,HPS,147.315981723705,-42.8635806058685,250
259,Creek,Road,HPS,147.29589082969,-42.8540296101924,150
260,Feltham,Street,LED,147.32068786922,-42.8692452129979,18
261,Letitia,Street,LED,147.320850763479,-42.870037942194,18
262,Letitia,Street,LED,147.321657548785,-42.8708236408417,18
263,Doyle,Avenue,LED,147.301282772506,-42.868764555538,18
264,Oldham,Avenue,CFL,147.314031108962,-42.8596221101368,42
265,Park,Street,CFL,147.313569119455,-42.86118803831,42
266,Elaine,Crescent,LED,147.305876098606,-42.8782095780373,18
267,Girvan,Avenue,LED,147.299060279454,-42.8627007335838,18
268,Brisbane,Street,MV,147.320581870297,-42.8820512738772,125
269,St Johns,Avenue,LED,147.298827091816,-42.8539151004831,18
270,Pedder,Street,LED,147.304177647237,-42.8611401604021,18
271,Pedder,Street,LED,147.307301213972,-42.8615489720177,18
272,Brooker,Avenue,HPS,147.333246781963,-42.8787832459099,250
273,Pirie,Street,LED,147.308320299282,-42.859183034164,18
274,Giblin,Street,LED,147.295760570684,-42.8642159270315,14
275,Forster,Street,LED,147.30229529859,-42.8565623285268,25
276,New Town,Road,HPS,147.300535735103,-42.8532192275019,250
277,Bromby,Street,LED,147.301142100735,-42.8516255668113,18
278,Stainforth,Court,MV,147.315623348797,-42.8513085609691,80
279,Giblin,Street,LED,147.2962958228,-42.8625840170176,18
280,Giblin,Street,LED,147.296761133615,-42.8610253093342,25
281,Giblin,Street,HPS,147.295553741548,-42.8656391806254,250
282,Burnett,Street,HPS,147.320839203131,-42.8728005162275,250
283,Elizabeth,Street,HPS,147.318317774198,-42.8760256804711,400
284,Valley,Street,LED,147.302555833029,-42.8755214374054,18
285,Franklin,Street,MV,147.309447783708,-42.8771137730345,80
286,Park,Street,LED,147.311018981017,-42.857368451735,18
287,Bellevue,Parade,LED,147.314564323413,-42.8548818024608,18
288,Pirie,Street,LED,147.307421464516,-42.8585644363113,18
289,Burnett,Street,HPS,147.320524470064,-42.8729513266799,250
290,Burnett,Street,HPS,147.321513428396,-42.8724167109126,250
291,Burnett,Street,HPS,147.322508217523,-42.8717378055155,250
292,Carlton,Street,LED,147.29922825588,-42.8638995481361,14
293,Queens,Walk,LED,147.316945628946,-42.8520279000376,18
294,Domain,Highway,HPS,147.326586867233,-42.8596919505866,250
295,Domain,Highway,HPS,147.328612395157,-42.8609056618115,250
296,Davies,Avenue,MV,147.33375932277,-42.8745424752523,250
297,Roope,Street,MV,147.305371020659,-42.8599373336008,80
298,Domain,Highway,LED,147.335279552537,-42.8642807526065,75
299,Park,Street,HPS,147.311909847308,-42.8586132810313,150
300,Bishop,Street,CFL,147.311867810307,-42.8581603476994,42
301,Bell,Street,LED,147.315608470809,-42.8548237445346,18
302,Flint,Avenue,LED,147.306703818466,-42.8580989766215,18
303,Brisbane,Street,HPS,147.325464880263,-42.8778601416221,250
304,New Town,Road,HPS,147.307785580459,-42.8604460976317,250
305,Alfred,Street,LED,147.298397938387,-42.8598653508245,18
306,Brooker,Avenue,HPS,147.316810985492,-42.8645075526448,250
307,Cressy,Street,LED,147.312425095493,-42.8565039413926,18
308,Harbroe,Avenue,LED,147.310890868863,-42.8560231636932,18
309,Loina,Street,LED,147.312741747578,-42.8554822712515,18
310,Douglas,Street,LED,147.301770152739,-42.8641527516114,18
311,New Town,Road,HPS,147.30207818162,-42.8547266650189,250
312,Risdon,Road,HPS,147.304402603977,-42.8552195381793,250
313,Park,Street,LED,147.316182934753,-42.864114676756,18
314,Cycleway,N/A,CFL,147.325880393525,-42.8588201701071,42
315,Bishop,Street,LED,147.311153115096,-42.8587076263591,18
316,Sunnyside,Road,LED,147.312026154421,-42.8628594765357,18
317,Domain,Highway,LED,147.335519170341,-42.864603583832,75
318,Senator,Street,MV,147.306539340934,-42.8693049230459,80
319,Ross,Place,LED,147.296201138476,-42.872972584729,14
320,George,Street,LED,147.320751827133,-42.8707871619032,18
321,Smith,Street,LED,147.32040671461,-42.8714630111688,18
322,Arthur,Street,LED,147.312728963074,-42.8756908582607,18
323,Burnett,Street,HPS,147.315998245053,-42.8753036600663,250
324,Lefroy,Street,LED,147.315893425576,-42.8730376808266,18
325,Elizabeth,Street,HPS,147.315915390218,-42.8735561442619,250
326,Elizabeth,Street,HPS,147.317232868929,-42.8746905975566,250
327,Burnett,Street,HPS,147.318536186141,-42.8737240084545,250
328,Hickman,Street,LED,147.298114845303,-42.8647737419313,18
329,New Town,Road,HPS,147.300857286053,-42.8535001682801,250
330,New Town,Road,HPS,147.301091918817,-42.853701540669,250
331,Cycleway,N/A,LED,147.329031659429,-42.8614579323716,18
332,Cycleway,N/A,LED,147.328043024598,-42.8602534647652,18
333,Cycleway,N/A,LED,147.323811411348,-42.8573513136129,18
334,Domain,Highway,LED,147.336018267793,-42.8647251865005,75
335,Tasman (Brooker to Tasman Br),Highway,HPS,147.334256611377,-42.8777130784562,400
336,Tasman,Bridge,LED,147.341977927764,-42.864969126745,175
337,Tasman,Bridge,LED,147.342661952574,-42.8649176515786,175
338,Forster,Street,LED,147.298962490083,-42.8588686209933,25
339,Cross,Street,LED,147.304266150519,-42.8604545678268,18
340,Cross,Street,LED,147.304560193498,-42.8593242149803,18
341,Burnett,Street,MV,147.316029027198,-42.8746847594411,400
342,Brooker,Avenue,HPS,147.334182406696,-42.8787244069359,400
343,Tasman (brkr To Br),Highway,LED,147.336828950143,-42.8656714659911,175
344,Tasman,Highway,HPS,147.333559108452,-42.877019716528,250
345,Tasman,Highway,HPS,147.333886928536,-42.876741137412,400
346,Brooker,Avenue,HPS,147.321553783826,-42.8699523738627,250
347,Tasman (City end Intchnge),Bridge,LED,147.336564732154,-42.8654419335652,75
348,Harrington,Street,MV,147.319953750972,-42.8809970733255,250
349,Argyle,Street,HPS,147.331468699236,-42.882385264584,250
350,Strahan (nr Elzbth),Street,HPS,147.315177924372,-42.8726808012681,150
351,New Town,Road,HPS,147.299736872287,-42.8525134859223,250
352,Thirza,Street,LED,147.306073799032,-42.8624980862798,18
353,Domain,Highway,LED,147.336431160217,-42.8652909561886,75
354,Tasman (Brkr to Br),Highway,LED,147.336402819125,-42.8657687521462,75
355,Tasman (Brkr to Br),Highway,LED,147.336186322743,-42.8658259412679,175
356,Tasman (Brkr to Br),Highway,HPS,147.335169635731,-42.8693091236313,250
357,Tasman (Brkr to Br),Highway,HPS,147.334343450385,-42.8743385574518,400
358,Harrington,Street,HPS,147.31905919733,-42.8805806356586,400
359,Gordon,Avenue,LED,147.29824838479,-42.8701251753409,18
360,Toorak,Avenue,LED,147.303573595857,-42.8680208902721,18
361,Toorak,Avenue,LED,147.303547123248,-42.8672504588408,18
362,Lansdowne,Crescent,HPS,147.310263130633,-42.8801758894556,150
363,Joynton,Street,LED,147.30504586229,-42.8656953590981,18
364,Elizabeth,Street,HPS,147.319042482506,-42.8777570795632,250
365,Elizabeth,Street,HPS,147.319042470169,-42.877757061587,70
366,Elizabeth,Street,HPS,147.31879501638,-42.8773205628628,250
367,Brisbane,Street,MV,147.325338145047,-42.8781155221292,400
368,Liverpool,Street,OTHER,147.330051774183,-42.878984295248,0
369,Liverpool,Street,MV,147.330051774183,-42.878984295248,400
370,Bay,Road,CFL,147.309658712283,-42.8566102717497,42
371,Bell,Street,LED,147.317179829563,-42.8550488936609,18
372,Domain,Highway,LED,147.335312488376,-42.8644446335354,75
373,Cycleway,N/A,LED,147.329473994062,-42.8620908224162,18
374,Domain,Highway,LED,147.328618638446,-42.8608110882529,18
375,Queens,Walk,LED,147.313487483192,-42.8494129290959,18
376,Queens,Walk,LED,147.313822211528,-42.8499223525097,18
377,Harding,Street,LED,147.303454251945,-42.8627188267435,18
378,Selfs Point,Road,LED,147.315907604896,-42.8505738438333,18
379,Bellevue,Parade,LED,147.318295008884,-42.8556945594,18
380,Bellevue,Parade,LED,147.318295008884,-42.8556945594,18
381,New Town,Road,HPS,147.311705829848,-42.8674871517049,250
382,Wilson,Street,HPS,147.311863929824,-42.8678668704619,250
383,Elizabeth,Street,HPS,147.311962623475,-42.868143000925,250
384,Cross,Street,LED,147.306516146678,-42.8570249390963,18
385,Springvale,Avenue,LED,147.305038266028,-42.8517733325522,18
386,Risdon,Road,HPS,147.305662662736,-42.8544482714617,250
387,Queens,Walk,LED,147.314285692489,-42.8505220420574,18
388,Swanston,Street,LED,147.310364013548,-42.859084947029,18
389,Park,Street,CFL,147.313076306372,-42.8603649336698,42
390,New Town,Road,HPS,147.299487612122,-42.8534017648937,250
391,Douglas,Street,LED,147.303947453933,-42.8644818631939,18
392,Brooker,Avenue,HPS,147.312873428302,-42.8502817306826,250
393,Queens,Walk,HPS,147.311159501758,-42.8514369564142,400
394,New Town (nr Risdon Rd),Road,HPS,147.303188793397,-42.8556754646716,250
395,New Town,Road,HPS,147.309051206298,-42.8610678994118,250
396,New Town,Road,LED,147.309322517377,-42.8613594697835,175
397,Cycleway,N/A,LED,147.324478170761,-42.8578237353793,18
398,Cycleway,N/A,LED,147.32305534457,-42.856907047379,18
399,Carlton,Street,LED,147.299618854205,-42.8624420008696,30
400,Creek (St Johns Pk),Road,LED,147.297093717518,-42.8544822811503,18
401,Creek (St Johns Pk),Road,LED,147.297496654377,-42.8549212614198,75
402,Valley,Street,LED,147.304963551951,-42.875529160731,18
403,Domain,Highway,HPS,147.333243706536,-42.8643253108467,250
404,Park,Street,LED,147.311230905734,-42.8576939669826,18
405,Park,Street,LED,147.310797829279,-42.8570307229111,18
406,Park,Street,LED,147.312368837058,-42.8606317298792,14
407,Pedder,Street,LED,147.297265516545,-42.8602904200619,14
408,Pedder,Street,LED,147.297265516545,-42.8602904200619,18
409,Domain,Highway,HPS,147.324668561546,-42.8584900564008,250
410,Domain,Highway,HPS,147.325368830265,-42.8590020912357,250
411,Domain,Highway,LED,147.328253486115,-42.8605797899796,14
412,Bell,Street,LED,147.317821358583,-42.8551414633292,18
413,Bellevue,Parade,HPS,147.319055795851,-42.8558954305767,150
414,Bell,Street,LED,147.311449272348,-42.8541786555513,18
415,Oldham,Avenue,CFL,147.314786347696,-42.8572275161361,42
416,Oldham,Avenue,LED,147.314399807526,-42.8580016746332,18
417,Park,Street,LED,147.312114844327,-42.860312680334,14
418,Argyle,Street,HPS,147.314864165494,-42.8682062541131,250
419,Knocklofty,Terrace,LED,147.305566217279,-42.8799819225774,18
420,Gordon,Avenue,LED,147.30377801651,-42.8705414773488,18
421,Salier,Crescent,LED,147.298753828189,-42.8691670458171,18
422,Swanston,Street,LED,147.311425198295,-42.8604706471021,18
423,Montagu,Street,HPS,147.302231689943,-42.8609252060694,250
424,Montagu,Street,LED,147.300807794377,-42.8636385961476,30
425,Montagu,Street,LED,147.300876536381,-42.8640556218896,30
426,Pedder,Street,LED,147.300533731337,-42.860703903627,18
427,St Johns,Avenue,LED,147.299977828199,-42.8534033002723,14
428,Pedder,Street,HPS,147.30269550762,-42.8609006660817,150
429,Tower,Road,CFL,147.302001771511,-42.8530518785996,42
430,Argyle,Street,HPS,147.312467536859,-42.8654065191401,250
431,Argyle,Street,HPS,147.312397593123,-42.8655098656319,250
432,Argyle,Street,HPS,147.313204261575,-42.86616008622,250
