street_name,street_type,lamp_type,longitude,latitude,wattage
Senator,Street,LED,147.305658827474,-42.8695674218327,18.0
Evans,Street,HPS,147.334184049093,-42.8799068390652,250.0
Macquarie,Street,HPS,147.332157081597,-42.881074723335,250.0
Goulburn,Street,MV,147.318263588976,-42.8870598138638,250.0
Cascade,Road,HPS,147.296260320346,-42.8958176879311,150.0
Lindeith,Court,CFL,147.348549082525,-42.9208618913568,42.0
Elizabeth,Street,HPS,147.312812211864,-42.8708547861851,250.0
Hunter,Street,HPS,147.334505680856,-42.8813410152596,150.0
Sandy Bay,Road,MV,147.350803858756,-42.9107986508993,400.0
Hamilton,Street,LED,147.30819492498,-42.8798254881611,18.0
St Canice,Avenue,LED,147.351193538821,-42.9125359223883,18.0
Aberdeen,Street,CFL,147.329970593637,-42.8759052392399,42.0
Clare,Street,LED,147.307397304956,-42.8645414714389,18.0
Letitia,Street,LED,147.317897685516,-42.8671524926138,18.0
Ashfield,Street,MV,147.328786296562,-42.8967616200924,250.0
Cascade,Road,HPS,147.306277802001,-42.895229687871,150.0
Cascade,Road,LED,147.299776044681,-42.8957010225458,18.0
Churchill,Avenue,MV,147.338900146553,-42.9123959861921,250.0
Regent,Street,LED,147.322570627162,-42.892884262816,75.0
Alexander,Street,HPS,147.32560430449,-42.9019922395946,150.0
Little Arthur,Street,LED,147.314654059575,-42.8746679874167,18.0
Elizabeth,Street,HPS,147.312392768452,-42.8706200469742,250.0
French,Street,LED,147.320235908053,-42.9033211915368,18.0
Nelson,Road,LED,147.3235086788,-42.9178217247168,18.0
McKellar,Street,MV,147.319153012429,-42.8890626915564,80.0
Aotea,Road,LED,147.341391733898,-42.9180996169667,18.0
Queens,Walk,LED,147.319157574539,-42.8534119958804,18.0
Oldham,Avenue,LED,147.315362238312,-42.8558311264504,18.0
Castray,Esplanade,HPS,147.337357489177,-42.8883445307986,150.0
Risdon,Road,HPS,147.306759559758,-42.8542902754955,250.0
French,Street,HPS,147.320654076799,-42.9036371493335,150.0
Queen,Street,LED,147.330776781278,-42.8944463654596,18.0
Sandown,Avenue,MV,147.354734977002,-42.9091292436961,80.0
Regent,Street,HPS,147.325361213556,-42.9019726058961,250.0
Barrack,Street,LED,147.319715487411,-42.8837647959392,18.0
Smith,Street,LED,147.318673563283,-42.8723445034746,18.0
Girvan,Avenue,LED,147.298877559665,-42.8613345574942,18.0
Marieville,Esplanade,HPS,147.331448910478,-42.898407124641,150.0
Wayne,Avenue,LED,147.356336935311,-42.9143041595414,14.0
York,Street,HPS,147.326427602449,-42.8996965405874,250.0
Salamanca,Place,HPS,147.329244901908,-42.8855409747089,400.0
Strickland,Avenue,LED,147.282995527595,-42.8994514697733,18.0
Bell,Street,LED,147.310552930068,-42.8540223265796,18.0
Bell,Street,LED,147.310552930068,-42.8540223265796,18.0
Harrington,Street,HPS,147.327195402755,-42.8861382256845,250.0
Nelson,Road,LED,147.323127140146,-42.9196787666918,18.0
Patrick,Street,LED,147.31667116645,-42.8822418034569,18.0
Macquarie,Street,HPS,147.325033951952,-42.8868485576803,250.0
Lentara,Avenue,LED,147.327477614635,-42.9252867222125,18.0
Montagu,Street,HPS,147.301918983099,-42.8608105020812,250.0
Cavell,Street,CFL,147.315597536768,-42.8862830341415,42.0
Fisher,Avenue,LED,147.353272063402,-42.9133991878911,18.0
William,Street,LED,147.313638127421,-42.8882032517826,18.0
Faraday,Street,LED,147.314012583239,-42.8853339692482,18.0
Summerhill,Road,LED,147.304888505567,-42.8773018690972,18.0
Pottery,Road,LED,147.286755974588,-42.8691258975469,18.0
Sandy Bay,Road,MV,147.336367491868,-42.9032626754101,400.0
Argyle,Street,HPS,147.316409770622,-42.8707584318643,250.0
Cavell,Street,HPS,147.316061415653,-42.8855650798375,150.0
Lord,Street,LED,147.328092908784,-42.8984146482424,18.0
Sonning,Crescent,LED,147.356545913253,-42.9181509848185,18.0
Barrack,Street,LED,147.317790420488,-42.882241043576,18.0
Churchill,Avenue,MV,147.348240707488,-42.9177018405373,250.0
Fitzroy,Place,HPS,147.322512650028,-42.8920290895264,250.0
Dundas,Court,LED,147.286786639118,-42.8710185610127,18.0
Giblin,Street,LED,147.294523353477,-42.868790896097,18.0
Weld,Street,LED,147.312287797551,-42.8926927119517,18.0
Cato,Avenue,LED,147.305402172621,-42.8759894219685,18.0
Bective,Street,LED,147.345450483343,-42.9108050512484,18.0
Woodcutters,Road,MV,147.305746685216,-42.9118778216091,80.0
McGuinness,Crescent,LED,147.295044130875,-42.8684874728499,18.0
Peel,Street,LED,147.331368901977,-42.9046831854287,18.0
Glebe,Street,LED,147.328176402592,-42.8751572849024,18.0
Woodcutters,Road,MV,147.306672570309,-42.9134943393725,80.0
Augusta,Road,HPS,147.306564871799,-42.8672203734664,150.0
Liverpool,Crescent,LED,147.310958803075,-42.8906556672797,18.0
Churchill,Avenue,MV,147.342384362992,-42.9146451173554,250.0
Olinda (nr Sthrn Outlet),Grove,HPS,147.313953972188,-42.9143570181319,150.0
New Town,Road,HPS,147.303761636922,-42.8561991899715,250.0
Syme,Street,LED,147.297354345563,-42.8938134443789,18.0
Burnett (crn Murray),Street,HPS,147.31527546298,-42.8753714001956,250.0
Burnett (crn Murray),Street,HPS,147.315275475132,-42.8753713821516,250.0
Mt Nelson Walking (nr bnd 5),Track,LED,147.323425911923,-42.9097921425136,18.0
Drysdale,Place,MV,147.334010954302,-42.9017337414472,400.0
Doyle,Avenue,LED,147.297765597015,-42.8680237782293,18.0
Elizabeth,Street,HPS,147.318911139919,-42.8775532419127,250.0
Sandy Bay,Road,HPS,147.357526734863,-42.9305076039174,150.0
Parliament,Square,MV,147.330680628291,-42.8856758330599,250.0
Lord,Street,LED,147.327048303674,-42.8986133209773,18.0
Glover,Drive,LED,147.336396846853,-42.9152956463405,18.0
Girrabong,Road,LED,147.277202533573,-42.8583108838228,18.0
Suncrest,Avenue,CFL,147.290591815646,-42.8647441209694,42.0
Clare,Street,LED,147.30311519055,-42.8619110400727,18.0
Sandown,Avenue,LED,147.35359840914,-42.912191094262,18.0
Elizabeth,Street,HPS,147.331736371282,-42.883459708838,250.0
Hakea,Drive,MV,147.307608514906,-42.9139089680085,80.0
Lisa,Court,LED,147.281789386564,-42.8655115187238,18.0
Warwick,Street,MV,147.315970712245,-42.880212060251,80.0
View,Street,LED,147.328379623251,-42.899977567905,18.0
Apsley,Street,LED,147.298592349198,-42.8947282172629,18.0
Elizabeth,Street,HPS,147.320835624527,-42.878380150463,250.0
Burnett,Street,HPS,147.317805931441,-42.8741328242835,250.0
Churchill,Avenue,HPS,147.353780869494,-42.9195850512226,250.0
Domain,Highway,HPS,147.325670712997,-42.8591958375424,250.0
Creek,Road,HPS,147.293774501382,-42.8555340927894,150.0
Sandy Bay,Road,MV,147.326804288853,-42.8915714207034,400.0
Brooker,Avenue,HPS,147.318373221857,-42.8663797690983,250.0
Macquarie,Street,LED,147.318517157216,-42.8917123940097,175.0
Augusta,Road,HPS,147.311313096359,-42.8676459929071,250.0
Rossendell,Avenue,LED,147.305280846884,-42.8782524109239,18.0
Valley,Street,LED,147.303251053586,-42.8756029509569,18.0
Fingerpost,Track,LED,147.267324208436,-42.9135291185148,18.0
Grays,Road,LED,147.252874130942,-42.9253189185033,18.0
Ogilvie,Street,LED,147.298198242388,-42.8707466706775,18.0
Bathurst,Street,HPS,147.327372919971,-42.8796437428789,250.0
Campbell,Street,HPS,147.326886482119,-42.8768877545737,250.0
Arthur,Street,MV,147.311229575492,-42.8772700927237,125.0
Warwick,Street,HPS,147.317406454045,-42.8794503854795,250.0
Tasman,Bridge,LED,147.343720662741,-42.8649808381467,175.0
Tasman (Brooker to Tasman Br),Highway,HPS,147.334841147327,-42.8785034110508,250.0
Creek,Road,HPS,147.291241447973,-42.8576614131255,150.0
Davey,Street,HPS,147.312286330683,-42.8994848586993,150.0
Cascade,Road,HPS,147.298217582428,-42.8953999048871,150.0
Sandy Bay,Road,HPS,147.328922583847,-42.8871997152937,250.0
Ratho,Street,LED,147.299837715506,-42.8674146018236,18.0
Cato,Avenue,LED,147.306287348338,-42.875851320839,18.0
Lenah Valley,Road,MV,147.288160005099,-42.8623718240269,80.0
Stratton,Avenue,LED,147.278011239095,-42.8599222414518,18.0
Tasman (Brooker to Tasman Br),Highway,HPS,147.334590293988,-42.8786463916808,400.0
Rosehill,Crescent,LED,147.287476506481,-42.8692285610217,18.0
Risdon,Road,HPS,147.309304845118,-42.8528819402853,250.0
Queens,Walk,LED,147.318923264449,-42.8543454188462,18.0
New Town,Road,HPS,147.310735384114,-42.8623386714676,250.0
New Town,Road,LED,147.304829780472,-42.8587794394538,175.0
Sandy Bay,Road,MV,147.360011733576,-42.9247410047865,250.0
Murray,Street,HPS,147.330682202791,-42.8848425897706,250.0
Cascade,Road,HPS,147.299604750953,-42.8951558520609,150.0
Brooker,Avenue,HPS,147.329872259283,-42.8775782792518,250.0
Evans,Street,HPS,147.336599899661,-42.8809933166706,250.0
Parliament,Street,LED,147.32049919508,-42.8954736497844,18.0
Brooker,Avenue,HPS,147.324942095261,-42.873478218428,250.0
Braddon,Avenue,LED,147.348379565316,-42.9104070236704,18.0
Augusta,Road,HPS,147.301742161361,-42.8665040805679,150.0
Fitzroy,Place,MV,147.322126740885,-42.8923823803279,250.0
New Town,Road,HPS,147.307995007979,-42.8606793030677,250.0
Davey,Street,HPS,147.311825711762,-42.8996174016072,150.0
Edge,Avenue,LED,147.292292057834,-42.8663261026391,18.0
Arthur,Street,MV,147.313603427955,-42.8752381754937,250.0
Sandy Bay,Road,HPS,147.359912745437,-42.9215893523919,150.0
Roope,Street,MV,147.305341234637,-42.8605054224351,80.0
Tasma (nr Elzbth),Street,HPS,147.318252494051,-42.8757884378463,150.0
Macquarie,Street,HPS,147.327934709924,-42.8845705729189,250.0
Barrack,Street,LED,147.32507734479,-42.8875024233198,175.0
Patrick,Street,LED,147.317628959494,-42.8815140732041,18.0
Collins,Street,HPS,147.32345034883,-42.8864907880467,250.0
Allison,Street,LED,147.312219194074,-42.8836659662948,18.0
Brooker,Avenue,HPS,147.322875768401,-42.8709174689516,250.0
Sandy Bay,Road,HPS,147.327960503098,-42.8867096175169,250.0
Lachlan,Drive,LED,147.320717383944,-42.9151187486361,18.0
Oakley,Street,LED,147.302441425679,-42.8627202368692,18.0
Red Chapel,Avenue,LED,147.343881269056,-42.9102605292598,18.0
Pottery,Road,LED,147.288183621704,-42.8670203702134,18.0
Park,Street,MV,147.314081214989,-42.8619510584933,250.0
Lenah Valley,Road,HPS,147.280623997507,-42.8647765411245,150.0
Goulburn,Street,MV,147.314089356573,-42.8871185021413,250.0
Churchill,Avenue,HPS,147.35222459796,-42.9189792881367,150.0
Quayle,Street,LED,147.331854817994,-42.8935951765946,18.0
Hope,Street,LED,147.306960914991,-42.8628254043238,18.0
Churchill,Avenue,HPS,147.327666007515,-42.9058366340568,150.0
Jeannette,Court,LED,147.281499007056,-42.8683444560414,18.0
Creek,Road,HPS,147.295131024231,-42.8546235002231,150.0
Thomas,Street,LED,147.314912482655,-42.8708930735168,18.0
New Town,Road,LED,147.299282269007,-42.8533411017104,18.0
Pottery,Road,LED,147.288067383608,-42.8674579686918,18.0
Rupert,Avenue,LED,147.311136970102,-42.8688463633282,18.0
Sandy Bay,Road,LED,147.326097084323,-42.8941485151557,175.0
Tasma (nr Elzbth),Street,HPS,147.317966885495,-42.8760761755106,150.0
Pauline,Avenue,LED,147.324800854841,-42.9142792695295,18.0
Strickland,Avenue,LED,147.289406298273,-42.8979456793397,18.0
Senator,Street,MV,147.307650538188,-42.8692030735438,80.0
Park,Street,LED,147.315983309174,-42.8638818880574,18.0
Park,Street,HPS,147.315983321434,-42.8638818916257,250.0
Murray,Street,MV,147.325498773446,-42.8825587964011,400.0
Ilfracombe,Crescent,LED,147.336077710073,-42.9057507619281,18.0
Olinda,Grove,HPS,147.32047565142,-42.9185365431419,150.0
Domain,Highway,LED,147.336210057742,-42.8649118705182,75.0
Waverley,Avenue,LED,147.300299259582,-42.8699995129504,18.0
Nelson,Road,LED,147.338504233054,-42.9263359381,18.0
Lord,Street,CFL,147.319326393432,-42.9000593702248,42.0
Sandy Bay,Road,HPS,147.354293871103,-42.9128705848874,250.0
Churchill,Avenue,MV,147.335850027846,-42.9122620260342,250.0
Burnett,Street,HPS,147.321282056546,-42.872209626574,250.0
Park,Street,LED,147.312417694878,-42.8593626775562,18.0
Swanston,Street,LED,147.306165591352,-42.8549476770227,18.0
Campbell,Street,MV,147.327554905963,-42.8775124311141,400.0
Macquarie,Street,HPS,147.32270822721,-42.8884585318669,250.0
Jabez,Crescent,LED,147.292817314727,-42.8692258508545,18.0
Augusta,Road,HPS,147.306981661235,-42.8671633428817,150.0
Newdegate,Street,LED,147.314372698903,-42.8732572638327,18.0
Campbell,Street,HPS,147.321567913568,-42.8725138239393,250.0
Sandy Bay,Road,HPS,147.348357927904,-42.9096560991693,250.0
Sandy Bay,Road,MV,147.360563969369,-42.9264571787969,250.0
Marieville,Esplanade,HPS,147.331258869647,-42.8994152168301,150.0
French,Street,HPS,147.323556985217,-42.9033232182122,150.0
Quayle,Street,LED,147.327810751925,-42.8923839236964,18.0
Dewrang,Place,LED,147.300724807297,-42.875728294827,18.0
Heathcombe,Crescent,LED,147.334503621358,-42.9073515034218,18.0
Sandy Bay,Road,LED,147.355115497272,-42.9135684377735,18.0
Hudson,Court,LED,147.277520076887,-42.8580398653474,18.0
Elizabeth,Street,HPS,147.311973016057,-42.8703743746415,250.0
Summerleas,Road,LED,147.271594340736,-42.9256349295722,18.0
Sandy Bay,Road,HPS,147.359693333492,-42.9192688158241,150.0
Murray,Street,MV,147.317913828025,-42.8788159972479,400.0
Brisbane,Street,MV,147.326587657784,-42.877010160549,250.0
Derwent,Lane,LED,147.336633269227,-42.8917679650907,18.0
Elizabeth,Street,HPS,147.324900499707,-42.8803834634913,250.0
Lower Domain,Road,HPS,147.333781335164,-42.8727972601501,250.0
Lower Domain,Road,HPS,147.333781347407,-42.8727972601144,250.0
Nelson,Road,LED,147.328774501305,-42.9089725966881,18.0
Lansdowne,Crescent,HPS,147.309640942546,-42.8812337118143,150.0
Davey,Street,HPS,147.327845102511,-42.8857561911306,250.0
Davey,Street,HPS,147.327845102521,-42.8857561929316,250.0
Mt Nelson Walking (nr bnd 1),Track,MV,147.326259046925,-42.9064425797618,80.0
Lenah Valley,Road,HPS,147.281099174268,-42.8644952117277,150.0
Bathurst,Street,HPS,147.319785968616,-42.8852552131646,150.0
Edith,Avenue,LED,147.338808460877,-42.9151228475873,18.0
Brooker,Avenue,HPS,147.322146894043,-42.8702897825723,250.0
Macquarie,Street,HPS,147.333857813715,-42.8797804023107,250.0
Strickland,Avenue,LED,147.281945416525,-42.9004775062931,18.0
Waterworks,Road,MV,147.313978849049,-42.8992656525832,80.0
Brooker,Avenue,HPS,147.32190710972,-42.870140158794,250.0
Castray,Esplanade,HPS,147.338056090671,-42.8877478350884,150.0
Kooyong Glen,N/A,LED,147.311473213433,-42.9001446903612,18.0
Frederick,Street,MV,147.314933142432,-42.8889298249652,250.0
Bathurst,Street,MV,147.328457934516,-42.878693262823,400.0
Sandy Bay,Road,MV,147.359073756955,-42.9142934108146,250.0
New Town,Road,HPS,147.310786902368,-42.8653198337839,250.0
Liverpool,Street,HPS,147.323027561745,-42.8851762411713,150.0
Dale,Crescent,HPS,147.298512886724,-42.8733147159085,150.0
Churchill,Avenue,MV,147.355405303742,-42.9175697333872,250.0
Pedder,Street,LED,147.298168685659,-42.8604213590834,18.0
Huon,Road,HPS,147.25971763312,-42.9225099937887,150.0
Rose,Court,LED,147.349241497348,-42.9139128479762,18.0
Creek,Road,HPS,147.289028751929,-42.861707942878,250.0
Augusta,Road,HPS,147.303348818947,-42.8663923208821,250.0
Davey,Place,LED,147.314210778984,-42.8966895081821,18.0
George,Street,LED,147.319963681025,-42.8711876888839,18.0
Brooker,Avenue,HPS,147.315647741021,-42.8631563510578,250.0
Lenah Valley,Road,HPS,147.288399859097,-42.862747128311,150.0
Invercargill,Road,LED,147.327238500567,-42.915297436143,18.0
Queens,Walk,LED,147.318931346418,-42.8552951952987,18.0
Strickland,Avenue,LED,147.275404131543,-42.8993504026014,18.0
Marlyn,Road,CFL,147.275777350884,-42.8997190432709,42.0
Patrick,Street,HPS,147.323641058294,-42.8768549740483,250.0
New Town,Road,HPS,147.301666611016,-42.8541875035103,250.0
Coolabah,Road,LED,147.355205307926,-42.9174820040093,18.0
Wentworth,Street,LED,147.298959614246,-42.8970488562071,18.0
Tasman,Highway,HPS,147.333648299906,-42.8766727626178,250.0
Congress,Street,LED,147.304896100504,-42.8972695788428,18.0
Domain,Highway,LED,147.334429733707,-42.8641522019852,175.0
Hatton,Gardens,LED,147.354039071372,-42.9199982222479,18.0
Tasman (Brkr to Br),Highway,HPS,147.333967523186,-42.8703542866668,250.0
Nelson,Road,LED,147.328702288743,-42.9244826862289,18.0
Sandy Bay,Road,HPS,147.34386969867,-42.9079807839986,250.0
Liverpool,Crescent,LED,147.312831288321,-42.890029752942,18.0
Augusta,Road,HPS,147.289649843729,-42.8630345739145,150.0
Byron,Street,HPS,147.325281225485,-42.8915513719445,150.0
Greenlands,Avenue,LED,147.321998373442,-42.8948654162417,18.0
Sharps,Road,LED,147.285715798109,-42.8624898402989,18.0
Tasman,Highway,LED,147.333927684061,-42.8777370017307,265.0
Hope,Street,LED,147.306705677818,-42.8635816417324,18.0
Salier,Crescent,LED,147.298190115753,-42.8695391729896,18.0
View,Street,LED,147.322960010753,-42.901441837356,18.0
Gregory,Street,CFL,147.325644732562,-42.8959392260286,42.0
Brooker,Avenue,HPS,147.31727121604,-42.8649976160753,250.0
Judith,Drive,CFL,147.283646317797,-42.86908707727,42.0
Alcides,Avenue,LED,147.280013524659,-42.8633391423633,18.0
Park,Street,HPS,147.309770210586,-42.8554523378196,250.0
Auvergne,Avenue,LED,147.305854771678,-42.868535522968,18.0
Creek,Road,HPS,147.28916604433,-42.8615861057137,250.0
Campbell,Street,HPS,147.321836496296,-42.8725773669806,250.0
Domain,Highway,LED,147.335787258966,-42.8654131391022,175.0
Sandy Bay,Road,HPS,147.326324034729,-42.8946342418559,250.0
Bromby,Street,CFL,147.300668403841,-42.8519155671282,42.0
Hampden,Road,LED,147.329367310497,-42.8888482897323,18.0
Parliament,Street,LED,147.319843012936,-42.8947627466775,18.0
Liverpool,Street,HPS,147.331670737761,-42.8773539850592,400.0
Domain (Pavillion Pt),Highway,LED,147.336272590633,-42.8646189068108,18.0
Kirksway,Place,HPS,147.330518343496,-42.8879465182238,250.0
Gladstone,Street,HPS,147.33020358101,-42.8872109495637,250.0
Beach,Road,LED,147.355336382952,-42.9091971780644,18.0
Pedder,Street,LED,147.305688079007,-42.8613307512635,18.0
Clare,Street,LED,147.309544393684,-42.8659474286171,18.0
Loina,Street,LED,147.314508933625,-42.8557203488636,18.0
Enterprise,Road,CFL,147.334488553639,-42.9157815128882,42.0
Newdegate,Street,LED,147.31065987021,-42.8750852039623,18.0
Elizabeth,Street,HPS,147.330184274376,-42.8826196098607,250.0
Burnett,Street,HPS,147.317221946829,-42.8744585978207,250.0
Brooker (nr Rsdn Rd),Avenue,HPS,147.312818348978,-42.8496746436314,400.0
Brooker (nr Rsdn Rd),Avenue,HPS,147.312818349024,-42.8496746526365,400.0
Brooker,Avenue,HPS,147.328931286874,-42.8773032639017,250.0
Parliament,Square,HPS,147.330936873557,-42.8856433851344,400.0
Parliament,Square,MV,147.330936885851,-42.8856433941041,80.0
Parliament,Square,HPS,147.330936885754,-42.8856433760939,400.0
Davey,Street,HPS,147.31280943135,-42.8984563829861,150.0
Salvator,Road,LED,147.310661177164,-42.8869561254359,18.0
Maning,Avenue,LED,147.338799975929,-42.910527582739,18.0
Warwick,Street,CFL,147.31666049524,-42.8798821825912,42.0
View,Street,HPS,147.319891039584,-42.9019073704069,150.0
Girrabong,Road,HPS,147.280239590523,-42.8613472293182,150.0
Elizabeth,Street,HPS,147.331508028112,-42.8832377781396,250.0
Domain,Highway,LED,147.32891864687,-42.861337676143,14.0
Churchill,Avenue,HPS,147.350214352338,-42.9187690874244,250.0
Summerleas,Road,LED,147.260363475878,-42.9228874748141,18.0
French,Street,HPS,147.32242726938,-42.903366424719,150.0
Lalwinya,Court,LED,147.326318900915,-42.9263794797122,18.0
Burnside,Avenue,LED,147.313159572336,-42.8585585124849,18.0
Allambee,Crescent,LED,147.324183019425,-42.870589449686,18.0
Molle,Street,HPS,147.321916664326,-42.8879954226936,150.0
Harrington,Street,HPS,147.326627468039,-42.8857741167563,250.0
Cavell,Street,MV,147.315339659613,-42.8859058389662,400.0
Queens (Crnln Bay),Walk,MV,147.321280066998,-42.8561338940693,80.0
Sandy Bay,Road,CFL,147.349174200114,-42.9093033993717,42.0
New Town,Road,HPS,147.306627479921,-42.8598689213263,250.0
Boa Vista,Road,LED,147.31433012792,-42.8648149870881,18.0
Amanda,Crescent,MV,147.351125682101,-42.920777743423,80.0
Dynnyrne,Road,LED,147.316927397764,-42.903161090946,18.0
David,Avenue,CFL,147.329529478016,-42.9039836734226,42.0
Summerleas,Road,LED,147.264839407326,-42.9238829177856,18.0
Pottery,Road,MV,147.287805753436,-42.8663410428828,80.0
Commercial,Road,LED,147.313109228426,-42.8701717519361,18.0
Henry,Street,LED,147.315651356767,-42.8824708049051,18.0
Edith,Avenue,MV,147.338770364996,-42.916383437852,80.0
Park,Street,MV,147.309960203951,-42.855751691409,250.0
Ilfracombe,Crescent,LED,147.337444599284,-42.9061149738738,18.0
Sandy Bay,Road,HPS,147.359155796027,-42.915230505987,250.0
View,Street,HPS,147.324524321044,-42.9011548204583,250.0
New Town,Road,HPS,147.308634254922,-42.8609855017437,250.0
Anglesea,Street,CFL,147.311802799168,-42.8945375253142,42.0
Grace,Street,LED,147.328792809308,-42.8997187601691,18.0
Lipscombe,Avenue,LED,147.346573490662,-42.912547462601,18.0
Summerleas,Road,LED,147.271510948414,-42.930162328086,18.0
Sandy Bay,Road,MV,147.359237942766,-42.917668471717,250.0
Fielding,Drive,LED,147.304285987121,-42.8832799995739,18.0
Letitia,Street,LED,147.321316201662,-42.8704958344037,18.0
Federal,Street,LED,147.318545019741,-42.8696636730324,18.0
Lansdowne,Crescent,HPS,147.309794944421,-42.8825666150648,150.0
Montagu,Street,LED,147.30280626635,-42.8575867638113,18.0
Davey,Street,HPS,147.313276681566,-42.8977704278512,250.0
Aotea,Road,LED,147.341705900363,-42.916592234224,18.0
Shoobridge,Street,LED,147.323976136515,-42.8715045938416,18.0
Pottery,Road,LED,147.288863630639,-42.8635251966326,18.0
Tasman (Brooker to Tasman Br),Highway,HPS,147.334147637795,-42.8772822241077,400.0
Claude,Street,LED,147.301235890901,-42.8600241393146,18.0
Cycleway,N/A,LED,147.335109233758,-42.8750374964924,18.0
Nutgrove,Avenue,LED,147.351159988933,-42.9108603254377,18.0
Newlands,Avenue,LED,147.301847280127,-42.8685533445188,18.0
Sandy Bay,Road,MV,147.359479047197,-42.9298547823345,250.0
Nelson,Road,MV,147.322080956782,-42.921777632239,80.0
Main,Road,HPS,147.298309096638,-42.8513011099175,250.0
Olinda,Grove,HPS,147.314805235793,-42.914339350872,150.0
Brooker,Avenue,HPS,147.322321356088,-42.870739195561,250.0
Strickland,Avenue,LED,147.267168526123,-42.9096029976041,18.0
Elphinstone,Road,LED,147.313654725248,-42.872241663217,18.0
Mary,Street,LED,147.314188223347,-42.8760927848962,18.0
Arthur,Street,MV,147.311596628841,-42.877215152756,125.0
Lower Domain,Road,HPS,147.33349081084,-42.8718854395715,150.0
Campbell,Street,MV,147.325132892383,-42.8756343507218,250.0
Darling,Parade,LED,147.30115182502,-42.8713759918188,18.0
Lewis,Street,LED,147.317574220314,-42.8657461244464,18.0
Summerleas,Road,LED,147.260615430294,-42.9232859401598,18.0
Toorak,Avenue,LED,147.30367210919,-42.8690669084808,18.0
Argyle,Street,MV,147.32771029338,-42.8795335978118,400.0
Haig,Street,LED,147.293403186517,-42.8674284260948,18.0
Woodcutters,Road,MV,147.306132921812,-42.9080346839322,80.0
Bellevue,Parade,LED,147.315037628755,-42.8549589734162,18.0
Seymour,Street,LED,147.309964725382,-42.8641488618473,18.0
Strickland,Avenue,LED,147.288877210646,-42.8979761025235,18.0
Hill,Street,LED,147.311900220995,-42.8801629673669,18.0
Gowrie,Street,CFL,147.312382876058,-42.8585601569094,42.0
Pirie,Street,LED,147.30939708311,-42.8603527999285,18.0
Macquarie,Street,HPS,147.33320695566,-42.8802884395004,250.0
Degraves,Street,LED,147.297721841308,-42.8945149887433,18.0
Davey,Street,HPS,147.320514427335,-42.8914237848974,250.0
Poets,Road,LED,147.311163105637,-42.8846373395152,18.0
Tasman (Brkr to Br),Highway,LED,147.336223890024,-42.8655500709366,75.0
Tasman (Brkr to Br),Highway,HPS,147.336223890024,-42.8655500709366,150.0
Tolmans,Court,LED,147.314028602076,-42.9045077068017,18.0
Wellwood,Street,LED,147.294912205008,-42.8632256776319,18.0
New Town,Road,HPS,147.300672682316,-42.8535116216695,250.0
Albuera,Street,HPS,147.324893646164,-42.8902440201703,150.0
Brooker (nr Lvrpool),Avenue,HPS,147.331071430092,-42.8784286527691,250.0
Macquarie,Street,HPS,147.327380548146,-42.8850028805346,250.0
St Johns,Avenue,LED,147.298146083954,-42.8543649440951,18.0
Newdegate,Street,MV,147.311161294091,-42.8748733619507,80.0
Strickland,Avenue,LED,147.277276096324,-42.9028758567232,18.0
King,Street,HPS,147.323636414272,-42.8952532370485,150.0
Cycleway,N/A,LED,147.334197802211,-42.8711374075522,18.0
Tower,Road,LED,147.305056022355,-42.8523273282121,18.0
Waimea,Avenue,LED,147.334463907889,-42.9087272215066,18.0
Mount Stuart,Road,LED,147.299785329738,-42.873581999934,18.0
Forster,Street,LED,147.299947569424,-42.8582105845156,25.0
Cascade,Road,HPS,147.308440406728,-42.8948309020151,150.0
Nelson,Road,LED,147.325730679328,-42.9084232078347,18.0
Wellesley,Street,HPS,147.299616624374,-42.8982813792482,250.0
Rangeview,Crescent,CFL,147.279086221329,-42.8646454725458,42.0
Sandy Bay,Road,MV,147.333857402438,-42.9020658701172,400.0
Arthur,Street,MV,147.31124672471,-42.8770303256964,125.0
Strickland,Avenue,LED,147.276722780445,-42.9032267787482,18.0
Domain (Pavillion Pt),Highway,LED,147.336668519298,-42.865408065708,18.0
Grosvenor,Street,HPS,147.325422979056,-42.8972080919624,150.0
Harrington,Street,HPS,147.317990676958,-42.8797748901889,250.0
Augusta,Road,HPS,147.300263938748,-42.8663395678139,150.0
Sandy Bay,Road,HPS,147.329116004633,-42.898147966202,250.0
St Georges,Terrace,LED,147.332531120013,-42.8924744022186,18.0
Lower Domain,Road,HPS,147.333417966411,-42.8715948531751,150.0
Bracken,Lane,LED,147.263488051209,-42.9171002508192,18.0
Macquarie,Street,HPS,147.3222897592,-42.888791824472,250.0
Bay,Road,CFL,147.310385125838,-42.8539934963206,42.0
Rialannah,Road,MV,147.326184594826,-42.9216618582047,80.0
Hill,Street,HPS,147.309840929055,-42.8778197048317,150.0
Mawhera,Avenue,LED,147.34185140889,-42.9102375757399,18.0
Castray,Esplanade,HPS,147.337669402591,-42.8867449801442,150.0
Campbell,Street,LED,147.321907648948,-42.8730992030674,18.0
Risdon,Road,HPS,147.309058498738,-42.8532055900411,250.0
Baintree,Avenue,LED,147.31749483163,-42.905754006847,18.0
Davey,Place,LED,147.315719700035,-42.8978987233274,18.0
Melville,Street,HPS,147.324466641967,-42.8802348552038,250.0
Victoria,Street,HPS,147.325020109623,-42.8844148083197,250.0
Milles,Street,CFL,147.309762188317,-42.900471062817,42.0
Davey,Street,HPS,147.328188553482,-42.8854925245888,250.0
